Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,82,A-,,,BSC-O,1,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 403,,,,,1,BSC-O,4,3,
STAT 303,,75,B,,,BSC-O,3,3,
MATH 319,,85,A,,,BSC-O,3,3,
COSC 121,,83,A-,,,BSC-O,1,3,
PHYS 418,,87,A,,,BSC-O,4,3,
COSC 344,,82,A-,,,BSC-O,3,3,
MATH 100,,87,A,,,BSC-O,1,3,
MATH 101,,75,B,,,BSC-O,1,3,
PHYS 215,,78,B+,,,BSC-O,2,3,
MATH 200,,86,A,,,BSC-O,2,3,
PHYS 216,,75,B,,,BSC-O,2,3,
PHYS 112,,80,A-,,,BSC-O,1,3,
PHYS 231,,74,B,,,BSC-O,2,3,
PHYS 111,,82,A-,,,BSC-O,1,3,
PHYS 232,,82,A-,,,BSC-O,2,3,
PHYS 331,,74,B,,,BSC-O,3,3,
CHEM 123,,86,A,,,BSC-O,1,3,
CHEM 121,,86,A,,,BSC-O,1,3,
MATH 327,,87,A,,,BSC-O,3,3,
MATH 307,,89,A,,,BSC-O,3,3,
COSC 111,,78,B+,,,BSC-O,1,3,
MATH 215,,86,A,,,BSC-O,2,3,
COSC 310,,,,,1,BSC-O,3,3,
MATH 216,,84,A-,,,BSC-O,2,3,
MATH 231,,80,A-,,,BSC-O,2,3,
MATH 232,,87,A,,,BSC-O,2,3,
PHYS 328,,86,A,,,BSC-O,3,3,
PHYS 402,,81,A-,,,BSC-O,4,3,
PHYS 304,,84,A-,,,BSC-O,3,3,
MATH 311,,85,A,,,BSC-O,3,3,
PHYS 301,,75,B,,,BSC-O,3,3,
PHYS 401,,87,A,,,BSC-O,4,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,79,B+,,,BSC-O,1,3,
PHYS 200,,83,A-,,,BSC-O,2,3,
PHYS 121,,79,B+,,,BSC-O,1,3,
PHYS 122,,86,A,,,BSC-O,1,3,
