Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,78,B+,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 319,,,,,,BSC-O,3,3,
COSC 121,,80,A-,,,BSC-O,1,3,
COSC 222,,74,B,,,BSC-O,2,3,
MATH 100,,83,A-,,,BSC-O,1,3,
MATH 101,,82,A-,,,BSC-O,1,3,
PHYS 215,,78,B+,,,BSC-O,2,3,
MATH 200,,84,A-,,,BSC-O,2,3,
PHYS 216,,79,B+,,,BSC-O,2,3,
PHYS 112,,73,B,,,BSC-O,1,3,
PHYS 231,,73,B,,,BSC-O,2,3,
PHYS 111,,75,B,,,BSC-O,1,3,
PHYS 232,,86,A,,,BSC-O,2,3,
CHEM 123,,83,A-,,,BSC-O,1,3,
CHEM 121,,81,A-,,,BSC-O,1,3,
MATH 327,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 111,,72,B,,,BSC-O,1,3,
MATH 215,,76,B+,,,BSC-O,2,3,
MATH 216,,74,B,,,BSC-O,2,3,
MATH 231,,72,B,,,BSC-O,2,3,
MATH 232,,72,B,,,BSC-O,2,3,
PHYS 328,,,,,,BSC-O,3,3,
PHYS 304,,,,,,BSC-O,3,3,
MATH 311,,,,,,BSC-O,3,3,
PHYS 301,,,,,,BSC-O,3,3,
CHEM 113,,81,A-,,,BSC-O,1,3,
PHYS 200,,80,A-,,,BSC-O,2,3,
PHYS 121,,81,A-,,,BSC-O,1,3,
PHYS 122,,81,A-,,,BSC-O,1,3,
