Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,77,B+,,,BSC-O,3,3,
DATA 421,,,,,,BSC-O,4,3,
DATA 101,,81,A-,,,BSC-O,1,3,
CHEM 111,,77,B+,,,BSC-O,1,3,
STAT 303,,76,B+,,,BSC-O,3,3,
COSC 303,,77,B+,,,BSC-O,3,3,
COSC 304,,88,A,,,BSC-O,3,3,
MATH 303,,88,A,,,BSC-O,3,3,
MATH 100,,87,A,,,BSC-O,1,3,
MATH 221,,87,A,,,BSC-O,2,3,
MATH 101,,84,A-,,,BSC-O,1,3,
MATH 200,,86,A,,,BSC-O,2,3,
PHYS 112,,91,A+,,,BSC-O,1,3,
PHYS 111,,87,A,,,BSC-O,1,3,
DATA 315,,77,B+,,,BSC-O,3,3,
DATA 311,,76,B+,,,BSC-O,3,3,
DATA 410,,,,,,BSC-O,4,3,
STAT 230,,85,A,,,BSC-O,2,3,
CHEM 123,,82,A-,,,BSC-O,1,3,
CHEM 121,,85,A,,,BSC-O,1,3,
MATH 307,,83,A-,,,BSC-O,3,3,
COSC 111,,78,B+,,,BSC-O,1,3,
CHEM 113,,82,A-,,,BSC-O,1,3,
DATA 407,,,,,,BSC-O,4,3,
PHYS 420,,,,,,BSC-O,4,3,
PHYS 121,,77,B+,,,BSC-O,1,3,
DATA 405,,,,,,BSC-O,4,3,
PHYS 122,,86,A,,,BSC-O,1,3,
