Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,,,,,BSC-O,3,3,
DATA 311,,,,,,BSC-O,3,3,
DATA 101,,81,A-,,,BSC-O,1,3,
CHEM 111,,94,A+,,,BSC-O,1,3,
STAT 230,,85,A,,,BSC-O,2,3,
CHEM 123,,89,A,,,BSC-O,1,3,
CHEM 121,,85,A,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 303,,,,,,BSC-O,3,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 111,,95,A+,,,BSC-O,1,3,
MATH 303,,,,,,BSC-O,3,3,
MATH 100,,85,A,,,BSC-O,1,3,
MATH 221,,93,A+,,,BSC-O,2,3,
MATH 101,,84,A-,,,BSC-O,1,3,
MATH 200,,81,A-,,,BSC-O,2,3,
PHYS 112,,85,A,,,BSC-O,1,3,
CHEM 113,,81,A-,,,BSC-O,1,3,
PHYS 121,,87,A,,,BSC-O,1,3,
PHYS 111,,81,A-,,,BSC-O,1,3,
PHYS 122,,80,A-,,,BSC-O,1,3,
DATA 315,,,,,,BSC-O,3,3,
