Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,80,A-,,,BSC-O,3,3,
STAT 124,,80,A-,,,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,68,B-,,,BSC-O,1,3,
COSC 305,,81,A-,,,BSC-O,3,3,
COSC 301,,70,B-,,,BSC-O,3,3,
STAT 303,,76,B+,,,BSC-O,3,3,
COSC 304,,80,A-,,,BSC-O,3,3,
COSC 121,,82,A-,,,BSC-O,1,3,
COSC 341,,72,B,,,BSC-O,3,3,
COSC 221,,70,B-,,,BSC-O,2,3,
COSC 222,,70,B-,,,BSC-O,2,3,
COSC 344,,70,B-,,,BSC-O,3,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 221,,74,B,,,BSC-O,2,3,
MATH 101,,74,B,,,BSC-O,1,3,
MATH 200,,68,B-,,,BSC-O,2,3,
PHYS 112,,70,B-,,,BSC-O,1,3,
PHYS 111,,80,A-,,,BSC-O,1,3,
PHYS 331,,,,,1,BSC-O,3,3,
DATA 311,,73,B,,,BSC-O,3,3,
PHIL 331,,74,B,,,BSC-O,3,3,
STAT 230,,73,B,,,BSC-O,2,3,
COSC 111,,74,B,,,BSC-O,1,3,
COSC 310,,68,B-,,,BSC-O,3,3,
PHYS 304,,,,,1,BSC-O,3,3,
PHYS 324,,,,,1,BSC-O,3,3,
PHYS 121,,69,B-,,,BSC-O,1,3,
PHYS 122,,69,B-,,,BSC-O,1,3,
