Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 230,,61,C,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,67,C+,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,66,C+,,,BSC-O,1,3,
COSC 221,,64,C+,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,56,C-,,,BSC-O,1,3,
COSC 123,,66,C+,,,BSC-O,1,3,
COSC 211,,60,C,,,BSC-O,2,3,
COSC 222,,68,B-,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,56,C-,,,BSC-O,1,3,
MATH 221,,68,B-,,,BSC-O,2,3,
MATH 101,,56,C-,,,BSC-O,1,3,
PHYS 225,,61,C,,,BSC-O,2,3,
PHYS 112,,59,C-,,,BSC-O,1,3,
PHYS 200,,63,C,,,BSC-O,2,3,
PHYS 231,,63,C,,,BSC-O,2,3,
PHYS 111,,64,C+,,,BSC-O,1,3,
