Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,56,C-,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 319,,,,,,BSC-O,3,3,
COSC 121,,57,C-,,,BSC-O,1,3,
MATH 100,,65,C+,,,BSC-O,1,3,
MATH 101,,63,C,,,BSC-O,1,3,
PHYS 215,,66,C+,,,BSC-O,2,3,
MATH 200,,64,C+,,,BSC-O,2,3,
PHYS 216,,55,C-,,,BSC-O,2,3,
PHYS 112,,58,C-,,,BSC-O,1,3,
PHYS 231,,57,C-,,,BSC-O,2,3,
PHYS 111,,63,C,,,BSC-O,1,3,
PHYS 232,,62,C,,,BSC-O,2,3,
CHEM 123,,55,C-,,,BSC-O,1,3,
CHEM 121,,62,C,,,BSC-O,1,3,
MATH 327,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 111,,60,C,,,BSC-O,1,3,
MATH 215,,66,C+,,,BSC-O,2,3,
MATH 216,,69,B-,,,BSC-O,2,3,
MATH 231,,60,C,,,BSC-O,2,3,
MATH 232,,62,C,,,BSC-O,2,3,
PHYS 328,,,,,,BSC-O,3,3,
PHYS 304,,,,,,BSC-O,3,3,
MATH 311,,,,,,BSC-O,3,3,
PHYS 301,,,,,,BSC-O,3,3,
CHEM 113,,62,C,,,BSC-O,1,3,
PHYS 200,,70,B-,,,BSC-O,2,3,
PHYS 121,,60,C,,,BSC-O,1,3,
PHYS 122,,68,B-,,,BSC-O,1,3,
