Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,,,,1,BSC-O,1,3,
CHEM 111,,81,A-,,,BSC-O,1,3,
STAT 303,,72,B,,,BSC-O,3,3,
MATH 319,,82,A-,,,BSC-O,3,3,
COSC 304,,72,B,,,BSC-O,3,3,
COSC 121,,78,B+,,,BSC-O,1,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,82,A-,,,BSC-O,1,3,
MATH 101,,76,B+,,,BSC-O,1,3,
PHYS 215,,76,B+,,,BSC-O,2,3,
MATH 200,,83,A-,,,BSC-O,2,3,
PHYS 216,,71,B-,,,BSC-O,2,3,
PHYS 112,,83,A-,,,BSC-O,1,3,
PHYS 231,,74,B,,,BSC-O,2,3,
PHYS 111,,82,A-,,,BSC-O,1,3,
PHYS 232,,77,B+,,,BSC-O,2,3,
CHEM 123,,75,B,,,BSC-O,1,3,
CHEM 121,,72,B,,,BSC-O,1,3,
MATH 327,,77,B+,,,BSC-O,3,3,
MATH 307,,80,A-,,,BSC-O,3,3,
COSC 111,,72,B,,,BSC-O,1,3,
MATH 215,,73,B,,,BSC-O,2,3,
MATH 216,,78,B+,,,BSC-O,2,3,
MATH 231,,68,B-,,,BSC-O,2,3,
MATH 232,,71,B-,,,BSC-O,2,3,
PHYS 328,,77,B+,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,79,B+,,,BSC-O,3,3,
MATH 311,,73,B,,,BSC-O,3,3,
PHYS 301,,82,A-,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
CHEM 113,,69,B-,,,BSC-O,1,3,
PHYS 200,,79,B+,,,BSC-O,2,3,
PHYS 121,,68,B-,,,BSC-O,1,3,
PHYS 122,,73,B,,,BSC-O,1,3,
