Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,86,A,,,BSC-O,3,3,
DATA 421,,81,A-,,,BSC-O,4,3,
DATA 101,,89,A,,,BSC-O,1,3,
CHEM 111,,78,B+,,,BSC-O,1,3,
COSC 301,,,,,1,BSC-O,3,3,
STAT 303,,78,B+,,,BSC-O,3,3,
COSC 303,,87,A,,,BSC-O,3,3,
COSC 304,,84,A-,,,BSC-O,3,3,
MATH 303,,85,A,,,BSC-O,3,3,
MATH 100,,80,A-,,,BSC-O,1,3,
MATH 221,,85,A,,,BSC-O,2,3,
MATH 101,,88,A,,,BSC-O,1,3,
MATH 200,,82,A-,,,BSC-O,2,3,
PHYS 112,,93,A+,,,BSC-O,1,3,
PHYS 111,,92,A+,,,BSC-O,1,3,
PHYS 331,,,,,1,BSC-O,3,3,
DATA 315,,82,A-,,,BSC-O,3,3,
DATA 311,,92,A+,,,BSC-O,3,3,
DATA 410,,82,A-,,,BSC-O,4,3,
STAT 230,,90,A+,,,BSC-O,2,3,
CHEM 123,,79,B+,,,BSC-O,1,3,
CHEM 121,,92,A+,,,BSC-O,1,3,
MATH 307,,82,A-,,,BSC-O,3,3,
COSC 111,,81,A-,,,BSC-O,1,3,
PHYS 403,,,,,1,BSC-O,4,3,
PHYS 324,,,,,1,BSC-O,3,3,
CHEM 113,,91,A+,,,BSC-O,1,3,
DATA 407,,80,A-,,,BSC-O,4,3,
PHYS 420,,79,B+,,,BSC-O,4,3,
PHYS 121,,93,A+,,,BSC-O,1,3,
DATA 405,,81,A-,,,BSC-O,4,3,
PHYS 122,,82,A-,,,BSC-O,1,3,
