Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,71,B-,,,BSC-O,1,3,
STAT 403,,,,,1,BSC-O,4,3,
STAT 303,,71,B-,,,BSC-O,3,3,
MATH 319,,74,B,,,BSC-O,3,3,
COSC 121,,75,B,,,BSC-O,1,3,
COSC 222,,,,,1,BSC-O,2,3,
PHYS 418,,80,A-,,,BSC-O,4,3,
MATH 100,,74,B,,,BSC-O,1,3,
MATH 101,,85,A,,,BSC-O,1,3,
PHYS 215,,79,B+,,,BSC-O,2,3,
MATH 200,,70,B-,,,BSC-O,2,3,
PHYS 216,,71,B-,,,BSC-O,2,3,
PHYS 112,,70,B-,,,BSC-O,1,3,
PHYS 231,,85,A,,,BSC-O,2,3,
PHYS 111,,79,B+,,,BSC-O,1,3,
PHYS 232,,71,B-,,,BSC-O,2,3,
STAT 230,,,,,1,BSC-O,2,3,
CHEM 123,,80,A-,,,BSC-O,1,3,
CHEM 121,,77,B+,,,BSC-O,1,3,
MATH 327,,77,B+,,,BSC-O,3,3,
MATH 307,,70,B-,,,BSC-O,3,3,
COSC 111,,83,A-,,,BSC-O,1,3,
MATH 215,,77,B+,,,BSC-O,2,3,
MATH 216,,83,A-,,,BSC-O,2,3,
MATH 231,,73,B,,,BSC-O,2,3,
MATH 232,,70,B-,,,BSC-O,2,3,
PHYS 328,,82,A-,,,BSC-O,3,3,
PHYS 402,,70,B-,,,BSC-O,4,3,
PHYS 304,,70,B-,,,BSC-O,3,3,
MATH 311,,82,A-,,,BSC-O,3,3,
PHYS 301,,76,B+,,,BSC-O,3,3,
PHYS 401,,75,B,,,BSC-O,4,3,
CHEM 113,,83,A-,,,BSC-O,1,3,
PHYS 200,,82,A-,,,BSC-O,2,3,
PHYS 121,,80,A-,,,BSC-O,1,3,
DATA 405,,,,,1,BSC-O,4,3,
PHYS 122,,78,B+,,,BSC-O,1,3,
