Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,84,A-,,,BSC-O,3,3,
STAT 124,,,,,1,BSC-O,1,3,
DATA 421,,84,A-,,,BSC-O,4,3,
DATA 101,,82,A-,,,BSC-O,1,3,
CHEM 111,,81,A-,,,BSC-O,1,3,
COSC 301,,,,,1,BSC-O,3,3,
STAT 303,,90,A+,,,BSC-O,3,3,
COSC 303,,88,A,,,BSC-O,3,3,
COSC 304,,76,B+,,,BSC-O,3,3,
MATH 303,,84,A-,,,BSC-O,3,3,
MATH 100,,88,A,,,BSC-O,1,3,
MATH 221,,83,A-,,,BSC-O,2,3,
MATH 101,,85,A,,,BSC-O,1,3,
MATH 200,,85,A,,,BSC-O,2,3,
PHYS 112,,79,B+,,,BSC-O,1,3,
PHYS 111,,86,A,,,BSC-O,1,3,
DATA 315,,79,B+,,,BSC-O,3,3,
DATA 311,,82,A-,,,BSC-O,3,3,
DATA 410,,87,A,,,BSC-O,4,3,
STAT 230,,82,A-,,,BSC-O,2,3,
CHEM 123,,76,B+,,,BSC-O,1,3,
CHEM 121,,86,A,,,BSC-O,1,3,
MATH 307,,86,A,,,BSC-O,3,3,
COSC 111,,81,A-,,,BSC-O,1,3,
PHYS 304,,,,,1,BSC-O,3,3,
PHYS 301,,,,,1,BSC-O,3,3,
CHEM 113,,76,B+,,,BSC-O,1,3,
DATA 407,,89,A,,,BSC-O,4,3,
PHYS 420,,77,B+,,,BSC-O,4,3,
PHYS 121,,89,A,,,BSC-O,1,3,
DATA 405,,78,B+,,,BSC-O,4,3,
PHYS 122,,91,A+,,,BSC-O,1,3,
