Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,81,A-,,,BSC-O,3,3,
STAT 124,,,,,1,BSC-O,1,3,
DATA 421,,78,B+,,,BSC-O,4,3,
DATA 101,,72,B,,,BSC-O,1,3,
CHEM 111,,77,B+,,,BSC-O,1,3,
COSC 305,,,,,1,BSC-O,3,3,
STAT 303,,75,B,,,BSC-O,3,3,
COSC 303,,79,B+,,,BSC-O,3,3,
COSC 304,,80,A-,,,BSC-O,3,3,
MATH 303,,75,B,,,BSC-O,3,3,
COSC 344,,,,,1,BSC-O,3,3,
MATH 100,,79,B+,,,BSC-O,1,3,
MATH 221,,70,B-,,,BSC-O,2,3,
MATH 101,,71,B-,,,BSC-O,1,3,
MATH 200,,72,B,,,BSC-O,2,3,
PHYS 112,,84,A-,,,BSC-O,1,3,
PHYS 111,,76,B+,,,BSC-O,1,3,
PHYS 331,,,,,1,BSC-O,3,3,
DATA 315,,85,A,,,BSC-O,3,3,
DATA 311,,76,B+,,,BSC-O,3,3,
DATA 410,,79,B+,,,BSC-O,4,3,
STAT 230,,82,A-,,,BSC-O,2,3,
CHEM 123,,81,A-,,,BSC-O,1,3,
CHEM 121,,70,B-,,,BSC-O,1,3,
MATH 307,,72,B,,,BSC-O,3,3,
COSC 111,,77,B+,,,BSC-O,1,3,
CHEM 113,,71,B-,,,BSC-O,1,3,
DATA 407,,81,A-,,,BSC-O,4,3,
PHYS 420,,71,B-,,,BSC-O,4,3,
PHYS 121,,84,A-,,,BSC-O,1,3,
DATA 405,,76,B+,,,BSC-O,4,3,
PHYS 122,,76,B+,,,BSC-O,1,3,
