Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,95,A+,,,BSC-O,3,3,
DATA 421,,,,,,BSC-O,4,3,
DATA 101,,96,A+,,,BSC-O,1,3,
CHEM 111,,95,A+,,,BSC-O,1,3,
STAT 303,,92,A+,,,BSC-O,3,3,
COSC 303,,99,A+,,,BSC-O,3,3,
COSC 304,,92,A+,,,BSC-O,3,3,
MATH 303,,89,A,,,BSC-O,3,3,
MATH 100,,99,A+,,,BSC-O,1,3,
MATH 221,,95,A+,,,BSC-O,2,3,
MATH 101,,95,A+,,,BSC-O,1,3,
MATH 200,,100,A+,,,BSC-O,2,3,
PHYS 112,,91,A+,,,BSC-O,1,3,
PHYS 111,,96,A+,,,BSC-O,1,3,
DATA 315,,99,A+,,,BSC-O,3,3,
DATA 311,,96,A+,,,BSC-O,3,3,
DATA 410,,,,,,BSC-O,4,3,
STAT 230,,98,A+,,,BSC-O,2,3,
CHEM 123,,95,A+,,,BSC-O,1,3,
CHEM 121,,100,A+,,,BSC-O,1,3,
MATH 307,,95,A+,,,BSC-O,3,3,
COSC 111,,100,A+,,,BSC-O,1,3,
CHEM 113,,99,A+,,,BSC-O,1,3,
DATA 407,,,,,,BSC-O,4,3,
PHYS 420,,,,,,BSC-O,4,3,
PHYS 121,,91,A+,,,BSC-O,1,3,
DATA 405,,,,,,BSC-O,4,3,
PHYS 122,,95,A+,,,BSC-O,1,3,
