Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,85,A,,,BSC-O,1,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 403,,,,,1,BSC-O,4,3,
COSC 301,,92,A+,,,BSC-O,3,3,
STAT 303,,82,A-,,,BSC-O,3,3,
MATH 319,,96,A+,,,BSC-O,3,3,
COSC 304,,86,A,,,BSC-O,3,3,
COSC 121,,88,A,,,BSC-O,1,3,
COSC 221,,87,A,,,BSC-O,2,3,
PHYS 418,,87,A,,,BSC-O,4,3,
MATH 100,,87,A,,,BSC-O,1,3,
MATH 101,,87,A,,,BSC-O,1,3,
PHYS 215,,85,A,,,BSC-O,2,3,
MATH 200,,82,A-,,,BSC-O,2,3,
PHYS 216,,84,A-,,,BSC-O,2,3,
PHYS 112,,87,A,,,BSC-O,1,3,
PHYS 231,,88,A,,,BSC-O,2,3,
PHYS 111,,91,A+,,,BSC-O,1,3,
PHYS 232,,90,A+,,,BSC-O,2,3,
PHYS 331,,92,A+,,,BSC-O,3,3,
CHEM 123,,95,A+,,,BSC-O,1,3,
CHEM 121,,90,A+,,,BSC-O,1,3,
MATH 327,,89,A,,,BSC-O,3,3,
MATH 307,,85,A,,,BSC-O,3,3,
COSC 111,,84,A-,,,BSC-O,1,3,
MATH 215,,81,A-,,,BSC-O,2,3,
MATH 216,,88,A,,,BSC-O,2,3,
MATH 231,,83,A-,,,BSC-O,2,3,
MATH 232,,90,A+,,,BSC-O,2,3,
PHYS 328,,88,A,,,BSC-O,3,3,
PHYS 402,,85,A,,,BSC-O,4,3,
PHYS 304,,84,A-,,,BSC-O,3,3,
MATH 311,,92,A+,,,BSC-O,3,3,
PHYS 301,,85,A,,,BSC-O,3,3,
PHYS 401,,84,A-,,,BSC-O,4,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,91,A+,,,BSC-O,1,3,
PHYS 200,,89,A,,,BSC-O,2,3,
PHYS 121,,88,A,,,BSC-O,1,3,
DATA 405,,,,,1,BSC-O,4,3,
PHYS 122,,87,A,,,BSC-O,1,3,
