Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 230,,64,C+,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,67,C+,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,58,C-,,,BSC-O,1,3,
COSC 221,,61,C,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 123,,62,C,,,BSC-O,1,3,
COSC 211,,58,C-,,,BSC-O,2,3,
COSC 222,,59,C-,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,65,C+,,,BSC-O,1,3,
MATH 221,,63,C,,,BSC-O,2,3,
MATH 101,,71,B-,,,BSC-O,1,3,
PHYS 225,,69,B-,,,BSC-O,2,3,
PHYS 112,,63,C,,,BSC-O,1,3,
PHYS 200,,73,B,,,BSC-O,2,3,
PHYS 111,,61,C,,,BSC-O,1,3,
