Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,96,A+,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 319,,,,,,BSC-O,3,3,
COSC 121,,88,A,,,BSC-O,1,3,
MATH 100,,99,A+,,,BSC-O,1,3,
MATH 101,,100,A+,,,BSC-O,1,3,
PHYS 215,,100,A+,,,BSC-O,2,3,
MATH 200,,98,A+,,,BSC-O,2,3,
PHYS 216,,94,A+,,,BSC-O,2,3,
PHYS 112,,91,A+,,,BSC-O,1,3,
PHYS 231,,88,A,,,BSC-O,2,3,
PHYS 111,,90,A+,,,BSC-O,1,3,
PHYS 232,,92,A+,,,BSC-O,2,3,
CHEM 123,,95,A+,,,BSC-O,1,3,
CHEM 121,,100,A+,,,BSC-O,1,3,
MATH 327,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 111,,100,A+,,,BSC-O,1,3,
MATH 215,,88,A,,,BSC-O,2,3,
MATH 216,,91,A+,,,BSC-O,2,3,
MATH 231,,99,A+,,,BSC-O,2,3,
MATH 232,,93,A+,,,BSC-O,2,3,
PHYS 328,,,,,,BSC-O,3,3,
PHYS 304,,,,,,BSC-O,3,3,
MATH 311,,,,,,BSC-O,3,3,
PHYS 301,,,,,,BSC-O,3,3,
CHEM 113,,90,A+,,,BSC-O,1,3,
PHYS 200,,88,A,,,BSC-O,2,3,
PHYS 121,,96,A+,,,BSC-O,1,3,
PHYS 122,,100,A+,,,BSC-O,1,3,
