Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,68,B-,,,BSC-O,3,3,
DATA 421,,,,,,BSC-O,4,3,
DATA 101,,81,A-,,,BSC-O,1,3,
CHEM 111,,75,B,,,BSC-O,1,3,
STAT 303,,75,B,,,BSC-O,3,3,
COSC 303,,68,B-,,,BSC-O,3,3,
COSC 304,,67,C+,,,BSC-O,3,3,
MATH 303,,78,B+,,,BSC-O,3,3,
MATH 100,,70,B-,,,BSC-O,1,3,
MATH 221,,80,A-,,,BSC-O,2,3,
MATH 101,,69,B-,,,BSC-O,1,3,
MATH 200,,71,B-,,,BSC-O,2,3,
PHYS 112,,67,C+,,,BSC-O,1,3,
PHYS 111,,75,B,,,BSC-O,1,3,
DATA 315,,75,B,,,BSC-O,3,3,
DATA 311,,74,B,,,BSC-O,3,3,
DATA 410,,,,,,BSC-O,4,3,
STAT 230,,74,B,,,BSC-O,2,3,
CHEM 123,,82,A-,,,BSC-O,1,3,
CHEM 121,,73,B,,,BSC-O,1,3,
MATH 307,,82,A-,,,BSC-O,3,3,
COSC 111,,74,B,,,BSC-O,1,3,
CHEM 113,,74,B,,,BSC-O,1,3,
DATA 407,,,,,,BSC-O,4,3,
PHYS 420,,,,,,BSC-O,4,3,
PHYS 121,,69,B-,,,BSC-O,1,3,
DATA 405,,,,,,BSC-O,4,3,
PHYS 122,,78,B+,,,BSC-O,1,3,
