Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,66,C+,,,BSC-O,1,3,
CHEM 111,,72,B,,,BSC-O,1,3,
STAT 230,,,,,,BSC-O,2,3,
CHEM 123,,71,B-,,,BSC-O,1,3,
CHEM 121,,65,C+,,,BSC-O,1,3,
COSC 111,,66,C+,,,BSC-O,1,3,
COSC 122,,,,,1,BSC-O,1,3,
MATH 100,,66,C+,,,BSC-O,1,3,
MATH 221,,,,,,BSC-O,2,3,
MATH 101,,71,B-,,,BSC-O,1,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 112,,69,B-,,,BSC-O,1,3,
CHEM 113,,64,C+,,,BSC-O,1,3,
PHYS 121,,62,C,,,BSC-O,1,3,
PHYS 111,,71,B-,,,BSC-O,1,3,
PHYS 122,,66,C+,,,BSC-O,1,3,
