Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,81,A-,,,BSC-O,1,3,
STAT 230,,79,B+,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,86,A,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,80,A-,,,BSC-O,1,3,
COSC 221,,74,B,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 123,,80,A-,,,BSC-O,1,3,
COSC 211,,78,B+,,,BSC-O,2,3,
COSC 222,,87,A,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,75,B,,,BSC-O,1,3,
MATH 221,,76,B+,,,BSC-O,2,3,
MATH 101,,86,A,,,BSC-O,1,3,
PHYS 225,,73,B,,,BSC-O,2,3,
PHYS 112,,72,B,,,BSC-O,1,3,
PHYS 200,,84,A-,,,BSC-O,2,3,
PHYS 231,,86,A,,,BSC-O,2,3,
PHYS 111,,76,B+,,,BSC-O,1,3,
