Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,,,,1,BSC-O,1,3,
COSC 449,,60,C,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,68,B-,,,BSC-O,3,3,
COSC 121,,64,C+,,,BSC-O,1,3,
COSC 341,,63,C,,,BSC-O,3,3,
COSC 221,,61,C,,,BSC-O,2,3,
COSC 320,,61,C,,,BSC-O,3,3,
COSC 122,,,,,1,BSC-O,1,3,
COSC 123,,67,C+,,,BSC-O,1,3,
COSC 222,,64,C+,,,BSC-O,2,3,
MATH 100,,66,C+,,,BSC-O,1,3,
MATH 221,,65,C+,,,BSC-O,2,3,
MATH 101,,64,C+,,,BSC-O,1,3,
PHYS 112,,63,C,,,BSC-O,1,3,
PHYS 231,,73,B,,,BSC-O,2,3,
PHYS 111,,65,C+,,,BSC-O,1,3,
PHYS 331,,66,C+,,,BSC-O,3,3,
PHIL 331,,69,B-,,,BSC-O,4,3,
DATA 311,,70,B-,,,BSC-O,3,3,
STAT 230,,68,B-,,,BSC-O,2,3,
COSC 111,,68,B-,,,BSC-O,1,3,
COSC 211,,67,C+,,,BSC-O,2,3,
COSC 310,,58,C-,,,BSC-O,3,3,
PHYS 301,,59,C-,,,BSC-O,3,3,
PHYS 225,,60,C,,,BSC-O,2,3,
