Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,84,A-,,,BSC-O,1,3,
STAT 303,,93,A+,,,BSC-O,3,3,
MATH 319,,83,A-,,,BSC-O,3,3,
COSC 121,,86,A,,,BSC-O,1,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,85,A,,,BSC-O,1,3,
MATH 101,,82,A-,,,BSC-O,1,3,
PHYS 215,,84,A-,,,BSC-O,2,3,
MATH 200,,94,A+,,,BSC-O,2,3,
PHYS 216,,96,A+,,,BSC-O,2,3,
PHYS 112,,84,A-,,,BSC-O,1,3,
PHYS 231,,90,A+,,,BSC-O,2,3,
PHYS 111,,95,A+,,,BSC-O,1,3,
PHYS 232,,86,A,,,BSC-O,2,3,
CHEM 123,,94,A+,,,BSC-O,1,3,
CHEM 121,,86,A,,,BSC-O,1,3,
MATH 327,,81,A-,,,BSC-O,3,3,
MATH 307,,85,A,,,BSC-O,3,3,
COSC 111,,93,A+,,,BSC-O,1,3,
MATH 215,,92,A+,,,BSC-O,2,3,
COSC 310,,88,A,,,BSC-O,3,3,
MATH 216,,83,A-,,,BSC-O,2,3,
MATH 231,,81,A-,,,BSC-O,2,3,
MATH 232,,82,A-,,,BSC-O,2,3,
PHYS 328,,90,A+,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,81,A-,,,BSC-O,3,3,
MATH 311,,81,A-,,,BSC-O,3,3,
PHYS 301,,82,A-,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,85,A,,,BSC-O,1,3,
PHYS 200,,93,A+,,,BSC-O,2,3,
PHYS 121,,83,A-,,,BSC-O,1,3,
PHYS 122,,82,A-,,,BSC-O,1,3,
