Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,,,,,BSC-O,3,3,
DATA 311,,,,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,3,3,
STAT 121,,92,A+,,,BSC-O,1,3,
DATA 101,,79,B+,,,BSC-O,1,3,
STAT 230,,79,B+,,,BSC-O,2,3,
STAT 303,,,,,,BSC-O,3,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,85,A,,,BSC-O,1,3,
COSC 111,,85,A,,,BSC-O,1,3,
COSC 221,,77,B+,,,BSC-O,2,3,
COSC 122,,77,B+,,,BSC-O,1,3,
COSC 222,,80,A-,,,BSC-O,2,3,
MATH 100,,88,A,,,BSC-O,1,3,
MATH 221,,84,A-,,,BSC-O,2,3,
MATH 101,,83,A-,,,BSC-O,1,3,
MATH 200,,82,A-,,,BSC-O,2,3,
PHYS 112,,91,A+,,,BSC-O,1,3,
PHYS 121,,85,A,,,BSC-O,1,3,
PHYS 111,,79,B+,,,BSC-O,1,3,
PHYS 122,,90,A+,,,BSC-O,1,3,
