Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,75,B,,,BSC-O,1,3,
COSC 305,,74,B,,,BSC-O,3,3,
COSC 449,,81,A-,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
COSC 301,,81,A-,,,BSC-O,3,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,80,A-,,,BSC-O,3,3,
COSC 121,,76,B+,,,BSC-O,1,3,
COSC 341,,68,B-,,,BSC-O,3,3,
COSC 221,,70,B-,,,BSC-O,2,3,
COSC 320,,75,B,,,BSC-O,3,3,
COSC 122,,73,B,,,BSC-O,1,3,
COSC 123,,69,B-,,,BSC-O,1,3,
COSC 222,,72,B,,,BSC-O,2,3,
MATH 100,,68,B-,,,BSC-O,1,3,
MATH 221,,71,B-,,,BSC-O,2,3,
MATH 101,,77,B+,,,BSC-O,1,3,
PHYS 112,,83,A-,,,BSC-O,1,3,
PHYS 231,,82,A-,,,BSC-O,2,3,
PHYS 111,,73,B,,,BSC-O,1,3,
PHIL 331,,75,B,,,BSC-O,4,3,
DATA 311,,68,B-,,,BSC-O,3,3,
STAT 230,,77,B+,,,BSC-O,2,3,
COSC 111,,69,B-,,,BSC-O,1,3,
COSC 211,,83,A-,,,BSC-O,2,3,
COSC 310,,76,B+,,,BSC-O,3,3,
PHYS 304,,73,B,,,BSC-O,3,3,
PHYS 301,,81,A-,,,BSC-O,3,3,
PHYS 225,,79,B+,,,BSC-O,2,3,
PHYS 324,,68,B-,,,BSC-O,3,3,
PHYS 200,,82,A-,,,BSC-O,2,3,
