Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,77,B+,,,BSC-O,1,3,
CHEM 111,,70,B-,,,BSC-O,1,3,
STAT 230,,,,,,BSC-O,2,3,
CHEM 123,,69,B-,,,BSC-O,1,3,
CHEM 121,,76,B+,,,BSC-O,1,3,
COSC 111,,78,B+,,,BSC-O,1,3,
COSC 122,,,,,1,BSC-O,1,3,
MATH 100,,76,B+,,,BSC-O,1,3,
MATH 221,,,,,,BSC-O,2,3,
MATH 101,,70,B-,,,BSC-O,1,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 112,,67,C+,,,BSC-O,1,3,
CHEM 113,,69,B-,,,BSC-O,1,3,
PHYS 121,,74,B,,,BSC-O,1,3,
PHYS 111,,66,C+,,,BSC-O,1,3,
PHYS 122,,70,B-,,,BSC-O,1,3,
