Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,94,A+,,,BSC-O,3,3,
DATA 421,,93,A+,,,BSC-O,4,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,92,A+,,,BSC-O,1,3,
CHEM 111,,95,A+,,,BSC-O,1,3,
COSC 305,,,,,1,BSC-O,3,3,
COSC 301,,,,,1,BSC-O,3,3,
STAT 303,,100,A+,,,BSC-O,3,3,
COSC 303,,92,A+,,,BSC-O,3,3,
COSC 304,,100,A+,,,BSC-O,3,3,
MATH 303,,91,A+,,,BSC-O,3,3,
MATH 100,,100,A+,,,BSC-O,1,3,
MATH 221,,96,A+,,,BSC-O,2,3,
MATH 101,,90,A+,,,BSC-O,1,3,
MATH 200,,97,A+,,,BSC-O,2,3,
PHYS 112,,94,A+,,,BSC-O,1,3,
PHYS 111,,99,A+,,,BSC-O,1,3,
DATA 315,,93,A+,,,BSC-O,3,3,
DATA 311,,96,A+,,,BSC-O,3,3,
DATA 410,,94,A+,,,BSC-O,4,3,
STAT 230,,91,A+,,,BSC-O,2,3,
CHEM 123,,93,A+,,,BSC-O,1,3,
CHEM 121,,90,A+,,,BSC-O,1,3,
MATH 307,,96,A+,,,BSC-O,3,3,
COSC 111,,96,A+,,,BSC-O,1,3,
PHYS 403,,,,,1,BSC-O,4,3,
CHEM 113,,100,A+,,,BSC-O,1,3,
DATA 407,,93,A+,,,BSC-O,4,3,
PHYS 420,,97,A+,,,BSC-O,4,3,
PHYS 121,,100,A+,,,BSC-O,1,3,
DATA 405,,100,A+,,,BSC-O,4,3,
PHYS 122,,94,A+,,,BSC-O,1,3,
