Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
DATA 101,,70,B-,,,BSC-O,1,3,
COSC 305,,70,B-,,,BSC-O,3,3,
COSC 449,,81,A-,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 403,,,,,1,BSC-O,4,3,
COSC 301,,73,B,,,BSC-O,3,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,70,B-,,,BSC-O,3,3,
COSC 121,,76,B+,,,BSC-O,1,3,
COSC 341,,75,B,,,BSC-O,3,3,
COSC 221,,67,C+,,,BSC-O,2,3,
COSC 320,,76,B+,,,BSC-O,3,3,
COSC 122,,80,A-,,,BSC-O,1,3,
COSC 123,,69,B-,,,BSC-O,1,3,
COSC 222,,79,B+,,,BSC-O,2,3,
MATH 100,,67,C+,,,BSC-O,1,3,
MATH 221,,68,B-,,,BSC-O,2,3,
MATH 101,,71,B-,,,BSC-O,1,3,
PHYS 112,,76,B+,,,BSC-O,1,3,
PHYS 231,,70,B-,,,BSC-O,2,3,
PHYS 111,,67,C+,,,BSC-O,1,3,
PHYS 331,,70,B-,,,BSC-O,3,3,
PHIL 331,,74,B,,,BSC-O,4,3,
DATA 311,,73,B,,,BSC-O,3,3,
STAT 230,,82,A-,,,BSC-O,2,3,
COSC 111,,79,B+,,,BSC-O,1,3,
COSC 211,,78,B+,,,BSC-O,2,3,
COSC 310,,67,C+,,,BSC-O,3,3,
PHYS 304,,75,B,,,BSC-O,3,3,
PHYS 301,,69,B-,,,BSC-O,3,3,
PHYS 324,,78,B+,,,BSC-O,3,3,
PHYS 225,,79,B+,,,BSC-O,2,3,
PHYS 200,,82,A-,,,BSC-O,2,3,
