Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,84,A-,,,BSC-O,3,3,
DATA 421,,94,A+,,,BSC-O,4,3,
DATA 101,,94,A+,,,BSC-O,1,3,
CHEM 111,,92,A+,,,BSC-O,1,3,
STAT 303,,83,A-,,,BSC-O,3,3,
COSC 303,,84,A-,,,BSC-O,3,3,
COSC 304,,89,A,,,BSC-O,3,3,
MATH 303,,89,A,,,BSC-O,3,3,
COSC 344,,,,,1,BSC-O,3,3,
MATH 100,,92,A+,,,BSC-O,1,3,
MATH 221,,85,A,,,BSC-O,2,3,
MATH 101,,85,A,,,BSC-O,1,3,
MATH 200,,88,A,,,BSC-O,2,3,
PHYS 112,,96,A+,,,BSC-O,1,3,
PHYS 111,,85,A,,,BSC-O,1,3,
PHYS 331,,,,,1,BSC-O,3,3,
DATA 315,,90,A+,,,BSC-O,3,3,
DATA 311,,93,A+,,,BSC-O,3,3,
DATA 410,,84,A-,,,BSC-O,4,3,
STAT 230,,83,A-,,,BSC-O,2,3,
CHEM 123,,84,A-,,,BSC-O,1,3,
CHEM 121,,82,A-,,,BSC-O,1,3,
MATH 307,,86,A,,,BSC-O,3,3,
COSC 111,,81,A-,,,BSC-O,1,3,
PHYS 403,,,,,1,BSC-O,4,3,
CHEM 113,,83,A-,,,BSC-O,1,3,
DATA 407,,90,A+,,,BSC-O,4,3,
PHYS 420,,90,A+,,,BSC-O,4,3,
PHYS 200,,,,,1,BSC-O,2,3,
PHYS 121,,88,A,,,BSC-O,1,3,
DATA 405,,86,A,,,BSC-O,4,3,
PHYS 122,,83,A-,,,BSC-O,1,3,
