Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,65,C+,,,BSC-O,1,3,
CHEM 111,,77,B+,,,BSC-O,1,3,
STAT 230,,,,,,BSC-O,2,3,
CHEM 123,,72,B,,,BSC-O,1,3,
CHEM 121,,65,C+,,,BSC-O,1,3,
COSC 111,,67,C+,,,BSC-O,1,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 221,,,,,,BSC-O,2,3,
MATH 101,,75,B,,,BSC-O,1,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 112,,75,B,,,BSC-O,1,3,
CHEM 113,,71,B-,,,BSC-O,1,3,
PHYS 121,,77,B+,,,BSC-O,1,3,
PHYS 111,,66,C+,,,BSC-O,1,3,
PHYS 122,,78,B+,,,BSC-O,1,3,
