Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,94,A+,,,BSC-O,1,3,
STAT 230,,87,A,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,95,A+,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,85,A,,,BSC-O,1,3,
COSC 221,,98,A+,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,86,A,,,BSC-O,1,3,
COSC 123,,97,A+,,,BSC-O,1,3,
COSC 211,,89,A,,,BSC-O,2,3,
COSC 222,,87,A,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,88,A,,,BSC-O,1,3,
MATH 221,,87,A,,,BSC-O,2,3,
MATH 101,,90,A+,,,BSC-O,1,3,
PHYS 225,,89,A,,,BSC-O,2,3,
PHYS 112,,88,A,,,BSC-O,1,3,
PHYS 200,,99,A+,,,BSC-O,2,3,
PHYS 231,,94,A+,,,BSC-O,2,3,
PHYS 111,,100,A+,,,BSC-O,1,3,
