Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,87,A,,,BSC-O,1,3,
STAT 121,,87,A,,,BSC-O,1,3,
STAT 230,,,,,,BSC-O,2,3,
COSC 121,,92,A+,,,BSC-O,1,3,
COSC 111,,90,A+,,,BSC-O,1,3,
COSC 221,,,,,,BSC-O,2,3,
COSC 122,,84,A-,,,BSC-O,1,3,
COSC 222,,,,,,BSC-O,2,3,
MATH 100,,97,A+,,,BSC-O,1,3,
MATH 221,,,,,,BSC-O,2,3,
MATH 101,,91,A+,,,BSC-O,1,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 112,,89,A,,,BSC-O,1,3,
PHYS 121,,93,A+,,,BSC-O,1,3,
PHYS 111,,87,A,,,BSC-O,1,3,
PHYS 122,,82,A-,,,BSC-O,1,3,
