Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,66,C+,,,BSC-O,3,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,73,B,,,BSC-O,1,3,
COSC 301,,63,C,,,BSC-O,3,3,
STAT 303,,71,B-,,,BSC-O,3,3,
COSC 304,,70,B-,,,BSC-O,3,3,
COSC 121,,63,C,,,BSC-O,1,3,
COSC 341,,70,B-,,,BSC-O,3,3,
COSC 221,,64,C+,,,BSC-O,2,3,
COSC 222,,68,B-,,,BSC-O,2,3,
COSC 344,,61,C,,,BSC-O,3,3,
MATH 100,,73,B,,,BSC-O,1,3,
MATH 221,,61,C,,,BSC-O,2,3,
MATH 101,,70,B-,,,BSC-O,1,3,
MATH 200,,61,C,,,BSC-O,2,3,
PHYS 112,,62,C,,,BSC-O,1,3,
PHYS 231,,,,,1,BSC-O,2,3,
PHYS 111,,70,B-,,,BSC-O,1,3,
DATA 311,,63,C,,,BSC-O,3,3,
PHIL 331,,60,C,,,BSC-O,3,3,
STAT 230,,64,C+,,,BSC-O,2,3,
COSC 111,,69,B-,,,BSC-O,1,3,
COSC 310,,72,B,,,BSC-O,3,3,
PHYS 304,,,,,1,BSC-O,3,3,
PHYS 225,,,,,1,BSC-O,2,3,
PHYS 121,,70,B-,,,BSC-O,1,3,
PHYS 122,,66,C+,,,BSC-O,1,3,
