Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,85,A,,,BSC-O,1,3,
STAT 303,,93,A+,,,BSC-O,3,3,
MATH 319,,90,A+,,,BSC-O,3,3,
COSC 121,,83,A-,,,BSC-O,1,3,
PHYS 418,,,,,,BSC-O,4,3,
COSC 344,,,,,1,BSC-O,3,3,
MATH 100,,93,A+,,,BSC-O,1,3,
MATH 101,,87,A,,,BSC-O,1,3,
PHYS 215,,91,A+,,,BSC-O,2,3,
MATH 200,,88,A,,,BSC-O,2,3,
PHYS 216,,82,A-,,,BSC-O,2,3,
PHYS 112,,94,A+,,,BSC-O,1,3,
PHYS 231,,82,A-,,,BSC-O,2,3,
PHYS 111,,94,A+,,,BSC-O,1,3,
PHYS 232,,82,A-,,,BSC-O,2,3,
CHEM 123,,90,A+,,,BSC-O,1,3,
CHEM 121,,89,A,,,BSC-O,1,3,
MATH 327,,90,A+,,,BSC-O,3,3,
MATH 307,,84,A-,,,BSC-O,3,3,
COSC 111,,95,A+,,,BSC-O,1,3,
MATH 215,,86,A,,,BSC-O,2,3,
MATH 216,,95,A+,,,BSC-O,2,3,
MATH 231,,83,A-,,,BSC-O,2,3,
MATH 232,,82,A-,,,BSC-O,2,3,
PHYS 328,,88,A,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,90,A+,,,BSC-O,3,3,
MATH 311,,82,A-,,,BSC-O,3,3,
PHYS 301,,92,A+,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
CHEM 113,,82,A-,,,BSC-O,1,3,
PHYS 200,,83,A-,,,BSC-O,2,3,
PHYS 121,,85,A,,,BSC-O,1,3,
PHYS 122,,94,A+,,,BSC-O,1,3,
