Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,88,A,,,BSC-O,1,3,
CHEM 123,,87,A,,,BSC-O,1,3,
CHEM 121,,81,A-,,,BSC-O,1,3,
COSC 121,,84,A-,,,BSC-O,1,3,
COSC 111,,84,A-,,,BSC-O,1,3,
MATH 215,,,,,,BSC-O,2,3,
MATH 216,,,,,,BSC-O,2,3,
MATH 231,,,,,,BSC-O,2,3,
MATH 100,,86,A,,,BSC-O,1,3,
MATH 232,,,,,,BSC-O,2,3,
MATH 101,,84,A-,,,BSC-O,1,3,
PHYS 215,,,,,,BSC-O,2,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 216,,,,,,BSC-O,2,3,
PHYS 112,,89,A,,,BSC-O,1,3,
CHEM 113,,82,A-,,,BSC-O,1,3,
PHYS 200,,,,,,BSC-O,2,3,
PHYS 121,,78,B+,,,BSC-O,1,3,
PHYS 231,,,,,,BSC-O,2,3,
PHYS 111,,87,A,,,BSC-O,1,3,
PHYS 122,,82,A-,,,BSC-O,1,3,
PHYS 232,,,,,,BSC-O,2,3,
