Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,85,A,,,BSC-O,1,3,
STAT 403,,,,,1,BSC-O,4,3,
COSC 301,,,,,1,BSC-O,3,3,
STAT 303,,87,A,,,BSC-O,3,3,
MATH 319,,83,A-,,,BSC-O,3,3,
COSC 121,,84,A-,,,BSC-O,1,3,
PHYS 418,,74,B,,,BSC-O,4,3,
COSC 344,,,,,1,BSC-O,3,3,
MATH 100,,76,B+,,,BSC-O,1,3,
MATH 101,,80,A-,,,BSC-O,1,3,
PHYS 215,,72,B,,,BSC-O,2,3,
MATH 200,,79,B+,,,BSC-O,2,3,
PHYS 216,,82,A-,,,BSC-O,2,3,
PHYS 112,,86,A,,,BSC-O,1,3,
PHYS 231,,74,B,,,BSC-O,2,3,
PHYS 111,,86,A,,,BSC-O,1,3,
PHYS 232,,75,B,,,BSC-O,2,3,
CHEM 123,,75,B,,,BSC-O,1,3,
CHEM 121,,76,B+,,,BSC-O,1,3,
MATH 327,,80,A-,,,BSC-O,3,3,
MATH 307,,84,A-,,,BSC-O,3,3,
COSC 111,,74,B,,,BSC-O,1,3,
MATH 215,,73,B,,,BSC-O,2,3,
MATH 216,,75,B,,,BSC-O,2,3,
MATH 231,,74,B,,,BSC-O,2,3,
MATH 232,,78,B+,,,BSC-O,2,3,
PHYS 328,,72,B,,,BSC-O,3,3,
PHYS 402,,83,A-,,,BSC-O,4,3,
PHYS 304,,78,B+,,,BSC-O,3,3,
MATH 311,,79,B+,,,BSC-O,3,3,
PHYS 301,,76,B+,,,BSC-O,3,3,
PHYS 401,,85,A,,,BSC-O,4,3,
PHYS 324,,,,,1,BSC-O,3,3,
CHEM 113,,80,A-,,,BSC-O,1,3,
PHYS 200,,85,A,,,BSC-O,2,3,
PHYS 121,,73,B,,,BSC-O,1,3,
PHYS 122,,72,B,,,BSC-O,1,3,
