Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,62,C,,,BSC-O,1,3,
COSC 305,,67,C+,,,BSC-O,3,3,
COSC 449,,71,B-,,,BSC-O,4,3,
STAT 403,,,,,1,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,65,C+,,,BSC-O,3,3,
COSC 121,,62,C,,,BSC-O,1,3,
COSC 341,,71,B-,,,BSC-O,3,3,
COSC 221,,66,C+,,,BSC-O,2,3,
COSC 320,,70,B-,,,BSC-O,3,3,
COSC 122,,63,C,,,BSC-O,1,3,
COSC 123,,69,B-,,,BSC-O,1,3,
COSC 222,,66,C+,,,BSC-O,2,3,
COSC 344,,66,C+,,,BSC-O,3,3,
MATH 100,,62,C,,,BSC-O,1,3,
MATH 221,,68,B-,,,BSC-O,2,3,
MATH 101,,75,B,,,BSC-O,1,3,
PHYS 112,,62,C,,,BSC-O,1,3,
PHYS 231,,67,C+,,,BSC-O,2,3,
PHYS 111,,69,B-,,,BSC-O,1,3,
PHYS 331,,62,C,,,BSC-O,3,3,
PHIL 331,,69,B-,,,BSC-O,4,3,
DATA 311,,70,B-,,,BSC-O,3,3,
STAT 230,,71,B-,,,BSC-O,2,3,
COSC 111,,61,C,,,BSC-O,1,3,
COSC 211,,65,C+,,,BSC-O,2,3,
COSC 310,,74,B,,,BSC-O,3,3,
PHYS 301,,69,B-,,,BSC-O,3,3,
PHYS 324,,65,C+,,,BSC-O,3,3,
PHYS 225,,67,C+,,,BSC-O,2,3,
PHYS 200,,69,B-,,,BSC-O,2,3,
