Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
COSC 305,,61,C,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 304,,65,C+,,,BSC-O,3,3,
COSC 121,,65,C+,,,BSC-O,1,3,
COSC 341,,60,C,,,BSC-O,3,3,
COSC 221,,73,B,,,BSC-O,2,3,
COSC 320,,63,C,,,BSC-O,3,3,
COSC 123,,71,B-,,,BSC-O,1,3,
COSC 222,,72,B,,,BSC-O,2,3,
COSC 344,,66,C+,,,BSC-O,3,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 221,,70,B-,,,BSC-O,2,3,
MATH 101,,60,C,,,BSC-O,1,3,
PHYS 112,,59,C-,,,BSC-O,1,3,
PHYS 231,,62,C,,,BSC-O,2,3,
PHYS 111,,72,B,,,BSC-O,1,3,
PHIL 331,,,,,,BSC-O,4,3,
STAT 230,,64,C+,,,BSC-O,2,3,
COSC 111,,73,B,,,BSC-O,1,3,
COSC 211,,65,C+,,,BSC-O,2,3,
COSC 310,,67,C+,,,BSC-O,3,3,
PHYS 301,,73,B,,,BSC-O,3,3,
PHYS 200,,67,C+,,,BSC-O,2,3,
