Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,93,A+,,,BSC-O,1,3,
COSC 305,,99,A+,,,BSC-O,3,3,
COSC 301,,95,A+,,,BSC-O,3,3,
STAT 303,,94,A+,,,BSC-O,3,3,
MATH 319,,100,A+,,,BSC-O,3,3,
COSC 121,,95,A+,,,BSC-O,1,3,
COSC 122,,,,,1,BSC-O,1,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,97,A+,,,BSC-O,1,3,
MATH 101,,100,A+,,,BSC-O,1,3,
PHYS 215,,90,A+,,,BSC-O,2,3,
MATH 200,,96,A+,,,BSC-O,2,3,
PHYS 216,,94,A+,,,BSC-O,2,3,
PHYS 112,,100,A+,,,BSC-O,1,3,
PHYS 231,,100,A+,,,BSC-O,2,3,
PHYS 111,,89,A,,,BSC-O,1,3,
PHYS 232,,99,A+,,,BSC-O,2,3,
CHEM 123,,97,A+,,,BSC-O,1,3,
CHEM 121,,94,A+,,,BSC-O,1,3,
MATH 327,,100,A+,,,BSC-O,3,3,
MATH 307,,88,A,,,BSC-O,3,3,
COSC 111,,100,A+,,,BSC-O,1,3,
MATH 215,,100,A+,,,BSC-O,2,3,
COSC 310,,100,A+,,,BSC-O,3,3,
MATH 216,,93,A+,,,BSC-O,2,3,
MATH 231,,91,A+,,,BSC-O,2,3,
MATH 232,,88,A,,,BSC-O,2,3,
PHYS 328,,92,A+,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,89,A,,,BSC-O,3,3,
MATH 311,,100,A+,,,BSC-O,3,3,
PHYS 301,,100,A+,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
PHYS 225,,95,A+,,,BSC-O,2,3,
CHEM 113,,90,A+,,,BSC-O,1,3,
PHYS 200,,100,A+,,,BSC-O,2,3,
PHYS 121,,97,A+,,,BSC-O,1,3,
PHYS 122,,100,A+,,,BSC-O,1,3,
