Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,77,B+,,,BSC-O,1,3,
CHEM 111,,80,A-,,,BSC-O,1,3,
STAT 230,,,,,,BSC-O,2,3,
CHEM 123,,82,A-,,,BSC-O,1,3,
CHEM 121,,75,B,,,BSC-O,1,3,
COSC 111,,72,B,,,BSC-O,1,3,
MATH 100,,75,B,,,BSC-O,1,3,
MATH 221,,,,,,BSC-O,2,3,
MATH 101,,83,A-,,,BSC-O,1,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 112,,79,B+,,,BSC-O,1,3,
CHEM 113,,80,A-,,,BSC-O,1,3,
PHYS 121,,83,A-,,,BSC-O,1,3,
PHYS 111,,83,A-,,,BSC-O,1,3,
PHYS 122,,73,B,,,BSC-O,1,3,
