Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,81,A-,,,BSC-O,1,3,
STAT 230,,79,B+,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,82,A-,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,85,A,,,BSC-O,1,3,
COSC 221,,76,B+,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,74,B,,,BSC-O,1,3,
COSC 123,,72,B,,,BSC-O,1,3,
COSC 211,,81,A-,,,BSC-O,2,3,
COSC 222,,86,A,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,71,B-,,,BSC-O,1,3,
MATH 221,,84,A-,,,BSC-O,2,3,
MATH 101,,79,B+,,,BSC-O,1,3,
PHYS 225,,74,B,,,BSC-O,2,3,
PHYS 112,,76,B+,,,BSC-O,1,3,
PHYS 200,,82,A-,,,BSC-O,2,3,
PHYS 231,,73,B,,,BSC-O,2,3,
PHYS 111,,82,A-,,,BSC-O,1,3,
