Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,99,A+,,,BSC-O,1,3,
STAT 230,,95,A+,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,94,A+,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,87,A,,,BSC-O,1,3,
COSC 221,,92,A+,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,90,A+,,,BSC-O,1,3,
COSC 123,,100,A+,,,BSC-O,1,3,
COSC 211,,91,A+,,,BSC-O,2,3,
COSC 222,,96,A+,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,100,A+,,,BSC-O,1,3,
MATH 221,,96,A+,,,BSC-O,2,3,
MATH 101,,90,A+,,,BSC-O,1,3,
PHYS 225,,97,A+,,,BSC-O,2,3,
PHYS 112,,90,A+,,,BSC-O,1,3,
PHYS 200,,98,A+,,,BSC-O,2,3,
PHYS 231,,89,A,,,BSC-O,2,3,
PHYS 111,,96,A+,,,BSC-O,1,3,
