Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
CHEM 111,,69,B-,,,BSC-O,1,3,
STAT 303,,70,B-,,,BSC-O,3,3,
MATH 319,,77,B+,,,BSC-O,3,3,
COSC 121,,74,B,,,BSC-O,1,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,69,B-,,,BSC-O,1,3,
MATH 101,,73,B,,,BSC-O,1,3,
PHYS 215,,70,B-,,,BSC-O,2,3,
MATH 200,,83,A-,,,BSC-O,2,3,
PHYS 216,,71,B-,,,BSC-O,2,3,
PHYS 112,,70,B-,,,BSC-O,1,3,
PHYS 231,,70,B-,,,BSC-O,2,3,
PHYS 111,,82,A-,,,BSC-O,1,3,
PHYS 232,,82,A-,,,BSC-O,2,3,
CHEM 123,,68,B-,,,BSC-O,1,3,
CHEM 121,,72,B,,,BSC-O,1,3,
MATH 327,,72,B,,,BSC-O,3,3,
MATH 307,,71,B-,,,BSC-O,3,3,
COSC 111,,71,B-,,,BSC-O,1,3,
MATH 215,,71,B-,,,BSC-O,2,3,
MATH 216,,69,B-,,,BSC-O,2,3,
MATH 231,,69,B-,,,BSC-O,2,3,
MATH 232,,70,B-,,,BSC-O,2,3,
PHYS 328,,83,A-,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,78,B+,,,BSC-O,3,3,
MATH 311,,77,B+,,,BSC-O,3,3,
PHYS 301,,76,B+,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
CHEM 113,,76,B+,,,BSC-O,1,3,
PHYS 200,,78,B+,,,BSC-O,2,3,
PHYS 121,,80,A-,,,BSC-O,1,3,
PHYS 122,,76,B+,,,BSC-O,1,3,
