Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,76,B+,,,BSC-O,1,3,
STAT 303,,78,B+,,,BSC-O,3,3,
MATH 319,,82,A-,,,BSC-O,3,3,
COSC 121,,80,A-,,,BSC-O,1,3,
COSC 341,,,,,1,BSC-O,3,3,
COSC 221,,,,,1,BSC-O,2,3,
PHYS 418,,73,B,,,BSC-O,4,3,
MATH 100,,81,A-,,,BSC-O,1,3,
MATH 101,,80,A-,,,BSC-O,1,3,
PHYS 215,,78,B+,,,BSC-O,2,3,
MATH 200,,73,B,,,BSC-O,2,3,
PHYS 216,,75,B,,,BSC-O,2,3,
PHYS 112,,80,A-,,,BSC-O,1,3,
PHYS 231,,78,B+,,,BSC-O,2,3,
PHYS 111,,71,B-,,,BSC-O,1,3,
PHYS 232,,80,A-,,,BSC-O,2,3,
PHYS 331,,,,,1,BSC-O,3,3,
CHEM 123,,86,A,,,BSC-O,1,3,
CHEM 121,,84,A-,,,BSC-O,1,3,
MATH 327,,86,A,,,BSC-O,3,3,
MATH 307,,83,A-,,,BSC-O,3,3,
COSC 111,,80,A-,,,BSC-O,1,3,
MATH 215,,79,B+,,,BSC-O,2,3,
COSC 310,,,,,1,BSC-O,3,3,
MATH 216,,82,A-,,,BSC-O,2,3,
MATH 231,,74,B,,,BSC-O,2,3,
MATH 232,,83,A-,,,BSC-O,2,3,
PHYS 328,,80,A-,,,BSC-O,3,3,
PHYS 402,,83,A-,,,BSC-O,4,3,
PHYS 304,,85,A,,,BSC-O,3,3,
MATH 311,,85,A,,,BSC-O,3,3,
PHYS 301,,80,A-,,,BSC-O,3,3,
PHYS 401,,74,B,,,BSC-O,4,3,
CHEM 113,,78,B+,,,BSC-O,1,3,
PHYS 200,,73,B,,,BSC-O,2,3,
PHYS 121,,71,B-,,,BSC-O,1,3,
PHYS 122,,81,A-,,,BSC-O,1,3,
