Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,86,A,,,BSC-O,1,3,
COSC 305,,95,A+,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 301,,83,A-,,,BSC-O,3,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,92,A+,,,BSC-O,3,3,
COSC 121,,91,A+,,,BSC-O,1,3,
COSC 341,,84,A-,,,BSC-O,3,3,
COSC 221,,85,A,,,BSC-O,2,3,
COSC 320,,83,A-,,,BSC-O,3,3,
COSC 122,,83,A-,,,BSC-O,1,3,
COSC 123,,97,A+,,,BSC-O,1,3,
COSC 222,,97,A+,,,BSC-O,2,3,
COSC 344,,96,A+,,,BSC-O,3,3,
MATH 100,,82,A-,,,BSC-O,1,3,
MATH 221,,92,A+,,,BSC-O,2,3,
MATH 101,,85,A,,,BSC-O,1,3,
PHYS 112,,85,A,,,BSC-O,1,3,
PHYS 231,,89,A,,,BSC-O,2,3,
PHYS 111,,82,A-,,,BSC-O,1,3,
PHYS 331,,92,A+,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
STAT 230,,95,A+,,,BSC-O,2,3,
COSC 111,,88,A,,,BSC-O,1,3,
COSC 211,,95,A+,,,BSC-O,2,3,
COSC 310,,86,A,,,BSC-O,3,3,
PHYS 304,,96,A+,,,BSC-O,3,3,
PHYS 301,,91,A+,,,BSC-O,3,3,
PHYS 225,,88,A,,,BSC-O,2,3,
PHYS 324,,97,A+,,,BSC-O,3,3,
PHYS 200,,85,A,,,BSC-O,2,3,
