Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,67,C+,,,BSC-O,1,3,
COSC 305,,70,B-,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
COSC 304,,71,B-,,,BSC-O,3,3,
COSC 121,,66,C+,,,BSC-O,1,3,
COSC 341,,69,B-,,,BSC-O,3,3,
COSC 221,,66,C+,,,BSC-O,2,3,
COSC 320,,79,B+,,,BSC-O,3,3,
COSC 122,,69,B-,,,BSC-O,1,3,
COSC 123,,70,B-,,,BSC-O,1,3,
COSC 222,,71,B-,,,BSC-O,2,3,
COSC 344,,70,B-,,,BSC-O,3,3,
MATH 100,,69,B-,,,BSC-O,1,3,
MATH 221,,76,B+,,,BSC-O,2,3,
MATH 101,,74,B,,,BSC-O,1,3,
PHYS 112,,70,B-,,,BSC-O,1,3,
PHYS 231,,78,B+,,,BSC-O,2,3,
PHYS 111,,74,B,,,BSC-O,1,3,
PHYS 331,,67,C+,,,BSC-O,3,3,
PHIL 331,,,,,,BSC-O,4,3,
DATA 311,,71,B-,,,BSC-O,3,3,
STAT 230,,66,C+,,,BSC-O,2,3,
COSC 111,,70,B-,,,BSC-O,1,3,
COSC 211,,69,B-,,,BSC-O,2,3,
COSC 310,,73,B,,,BSC-O,3,3,
PHYS 304,,71,B-,,,BSC-O,3,3,
PHYS 301,,71,B-,,,BSC-O,3,3,
PHYS 324,,77,B+,,,BSC-O,3,3,
PHYS 225,,72,B,,,BSC-O,2,3,
PHYS 200,,73,B,,,BSC-O,2,3,
