Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
COSC 449,,96,A+,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,96,A+,,,BSC-O,3,3,
COSC 121,,97,A+,,,BSC-O,1,3,
COSC 341,,100,A+,,,BSC-O,3,3,
COSC 221,,93,A+,,,BSC-O,2,3,
COSC 320,,93,A+,,,BSC-O,3,3,
COSC 122,,99,A+,,,BSC-O,1,3,
COSC 123,,98,A+,,,BSC-O,1,3,
COSC 222,,97,A+,,,BSC-O,2,3,
COSC 344,,,,,1,BSC-O,3,3,
MATH 100,,93,A+,,,BSC-O,1,3,
MATH 221,,100,A+,,,BSC-O,2,3,
MATH 101,,91,A+,,,BSC-O,1,3,
PHYS 112,,90,A+,,,BSC-O,1,3,
PHYS 231,,92,A+,,,BSC-O,2,3,
PHYS 111,,100,A+,,,BSC-O,1,3,
PHYS 331,,90,A+,,,BSC-O,3,3,
PHIL 331,,98,A+,,,BSC-O,4,3,
DATA 311,,100,A+,,,BSC-O,3,3,
STAT 230,,94,A+,,,BSC-O,2,3,
COSC 111,,92,A+,,,BSC-O,1,3,
COSC 211,,90,A+,,,BSC-O,2,3,
COSC 310,,100,A+,,,BSC-O,3,3,
PHYS 301,,98,A+,,,BSC-O,3,3,
PHYS 324,,93,A+,,,BSC-O,3,3,
PHYS 225,,97,A+,,,BSC-O,2,3,
PHYS 200,,100,A+,,,BSC-O,2,3,
