Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,68,B-,,,BSC-O,1,3,
STAT 230,,81,A-,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,67,C+,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,73,B,,,BSC-O,1,3,
COSC 221,,75,B,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,74,B,,,BSC-O,1,3,
COSC 123,,78,B+,,,BSC-O,1,3,
COSC 211,,75,B,,,BSC-O,2,3,
COSC 222,,76,B+,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,80,A-,,,BSC-O,1,3,
MATH 221,,82,A-,,,BSC-O,2,3,
MATH 101,,72,B,,,BSC-O,1,3,
PHYS 225,,68,B-,,,BSC-O,2,3,
PHYS 112,,70,B-,,,BSC-O,1,3,
PHYS 200,,71,B-,,,BSC-O,2,3,
PHYS 231,,68,B-,,,BSC-O,2,3,
PHYS 111,,80,A-,,,BSC-O,1,3,
