Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
CHEM 111,,60,C,,,BSC-O,1,3,
COSC 301,,,,,1,BSC-O,3,3,
STAT 303,,74,B,,,BSC-O,3,3,
MATH 319,,74,B,,,BSC-O,3,3,
COSC 304,,,,,1,BSC-O,3,3,
COSC 121,,69,B-,,,BSC-O,1,3,
PHYS 418,,68,B-,,,BSC-O,4,3,
MATH 100,,68,B-,,,BSC-O,1,3,
MATH 101,,66,C+,,,BSC-O,1,3,
PHYS 215,,66,C+,,,BSC-O,2,3,
MATH 200,,70,B-,,,BSC-O,2,3,
PHYS 216,,72,B,,,BSC-O,2,3,
PHYS 112,,69,B-,,,BSC-O,1,3,
PHYS 231,,62,C,,,BSC-O,2,3,
PHYS 111,,72,B,,,BSC-O,1,3,
PHYS 232,,65,C+,,,BSC-O,2,3,
DATA 311,,,,,1,BSC-O,3,3,
CHEM 123,,69,B-,,,BSC-O,1,3,
CHEM 121,,63,C,,,BSC-O,1,3,
MATH 327,,74,B,,,BSC-O,3,3,
MATH 307,,64,C+,,,BSC-O,3,3,
COSC 111,,60,C,,,BSC-O,1,3,
MATH 215,,65,C+,,,BSC-O,2,3,
MATH 216,,72,B,,,BSC-O,2,3,
MATH 231,,64,C+,,,BSC-O,2,3,
MATH 232,,68,B-,,,BSC-O,2,3,
PHYS 328,,64,C+,,,BSC-O,3,3,
PHYS 402,,73,B,,,BSC-O,4,3,
PHYS 304,,68,B-,,,BSC-O,3,3,
MATH 311,,72,B,,,BSC-O,3,3,
PHYS 301,,65,C+,,,BSC-O,3,3,
PHYS 401,,70,B-,,,BSC-O,4,3,
CHEM 113,,59,C-,,,BSC-O,1,3,
PHYS 200,,69,B-,,,BSC-O,2,3,
PHYS 121,,70,B-,,,BSC-O,1,3,
PHYS 122,,74,B,,,BSC-O,1,3,
