Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,76,B+,,,BSC-O,1,3,
STAT 230,,76,B+,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,71,B-,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,79,B+,,,BSC-O,1,3,
COSC 221,,71,B-,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,85,A,,,BSC-O,1,3,
COSC 123,,82,A-,,,BSC-O,1,3,
COSC 211,,74,B,,,BSC-O,2,3,
COSC 222,,85,A,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,84,A-,,,BSC-O,1,3,
MATH 221,,82,A-,,,BSC-O,2,3,
MATH 101,,72,B,,,BSC-O,1,3,
PHYS 225,,85,A,,,BSC-O,2,3,
PHYS 112,,72,B,,,BSC-O,1,3,
PHYS 200,,84,A-,,,BSC-O,2,3,
PHYS 231,,78,B+,,,BSC-O,2,3,
PHYS 111,,74,B,,,BSC-O,1,3,
