Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,,,,,BSC-O,3,3,
DATA 311,,,,,,BSC-O,3,3,
DATA 101,,72,B,,,BSC-O,1,3,
CHEM 111,,64,C+,,,BSC-O,1,3,
STAT 230,,71,B-,,,BSC-O,2,3,
CHEM 123,,66,C+,,,BSC-O,1,3,
CHEM 121,,66,C+,,,BSC-O,1,3,
STAT 303,,,,,,BSC-O,3,3,
MATH 307,,,,,,BSC-O,3,3,
COSC 303,,,,,,BSC-O,3,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 111,,65,C+,,,BSC-O,1,3,
MATH 303,,,,,,BSC-O,3,3,
MATH 100,,72,B,,,BSC-O,1,3,
MATH 221,,61,C,,,BSC-O,2,3,
MATH 101,,66,C+,,,BSC-O,1,3,
MATH 200,,70,B-,,,BSC-O,2,3,
PHYS 112,,66,C+,,,BSC-O,1,3,
CHEM 113,,61,C,,,BSC-O,1,3,
PHYS 121,,67,C+,,,BSC-O,1,3,
PHYS 111,,73,B,,,BSC-O,1,3,
PHYS 122,,68,B-,,,BSC-O,1,3,
DATA 315,,,,,,BSC-O,3,3,
