Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,68,B-,,,BSC-O,3,3,
STAT 124,,,,,1,BSC-O,1,3,
DATA 311,,58,C-,,,BSC-O,3,3,
PHIL 331,,72,B,,,BSC-O,3,3,
STAT 230,,73,B,,,BSC-O,2,3,
COSC 301,,68,B-,,,BSC-O,3,3,
STAT 303,,73,B,,,BSC-O,3,3,
COSC 304,,70,B-,,,BSC-O,3,3,
COSC 121,,61,C,,,BSC-O,1,3,
COSC 111,,64,C+,,,BSC-O,1,3,
COSC 221,,64,C+,,,BSC-O,2,3,
COSC 122,,,,,1,BSC-O,1,3,
COSC 222,,73,B,,,BSC-O,2,3,
COSC 344,,60,C,,,BSC-O,3,3,
MATH 100,,71,B-,,,BSC-O,1,3,
MATH 221,,65,C+,,,BSC-O,2,3,
MATH 101,,68,B-,,,BSC-O,1,3,
MATH 200,,61,C,,,BSC-O,2,3,
PHYS 301,,,,,1,BSC-O,3,3,
PHYS 112,,59,C-,,,BSC-O,1,3,
PHYS 121,,70,B-,,,BSC-O,1,3,
PHYS 231,,,,,1,BSC-O,2,3,
PHYS 111,,64,C+,,,BSC-O,1,3,
PHYS 122,,67,C+,,,BSC-O,1,3,
