Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
CHEM 111,,77,B+,,,BSC-O,1,3,
STAT 303,,82,A-,,,BSC-O,3,3,
MATH 319,,76,B+,,,BSC-O,3,3,
COSC 304,,77,B+,,,BSC-O,3,3,
COSC 121,,81,A-,,,BSC-O,1,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,88,A,,,BSC-O,1,3,
MATH 101,,77,B+,,,BSC-O,1,3,
PHYS 215,,89,A,,,BSC-O,2,3,
MATH 200,,86,A,,,BSC-O,2,3,
PHYS 216,,86,A,,,BSC-O,2,3,
PHYS 112,,76,B+,,,BSC-O,1,3,
PHYS 231,,89,A,,,BSC-O,2,3,
PHYS 111,,85,A,,,BSC-O,1,3,
PHYS 232,,77,B+,,,BSC-O,2,3,
CHEM 123,,88,A,,,BSC-O,1,3,
CHEM 121,,75,B,,,BSC-O,1,3,
MATH 327,,86,A,,,BSC-O,3,3,
MATH 307,,89,A,,,BSC-O,3,3,
COSC 111,,80,A-,,,BSC-O,1,3,
MATH 215,,74,B,,,BSC-O,2,3,
MATH 216,,79,B+,,,BSC-O,2,3,
MATH 231,,75,B,,,BSC-O,2,3,
MATH 232,,86,A,,,BSC-O,2,3,
PHYS 328,,80,A-,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,75,B,,,BSC-O,3,3,
MATH 311,,77,B+,,,BSC-O,3,3,
PHYS 301,,85,A,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
CHEM 113,,84,A-,,,BSC-O,1,3,
PHYS 200,,78,B+,,,BSC-O,2,3,
PHYS 121,,85,A,,,BSC-O,1,3,
PHYS 122,,86,A,,,BSC-O,1,3,
