Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
DATA 101,,,,,1,BSC-O,1,3,
COSC 449,,88,A,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
COSC 301,,93,A+,,,BSC-O,3,3,
COSC 304,,93,A+,,,BSC-O,3,3,
COSC 121,,93,A+,,,BSC-O,1,3,
COSC 341,,86,A,,,BSC-O,3,3,
COSC 221,,90,A+,,,BSC-O,2,3,
COSC 320,,93,A+,,,BSC-O,3,3,
COSC 122,,83,A-,,,BSC-O,1,3,
COSC 123,,91,A+,,,BSC-O,1,3,
COSC 222,,88,A,,,BSC-O,2,3,
COSC 344,,92,A+,,,BSC-O,3,3,
MATH 100,,81,A-,,,BSC-O,1,3,
MATH 221,,90,A+,,,BSC-O,2,3,
MATH 101,,96,A+,,,BSC-O,1,3,
PHYS 112,,91,A+,,,BSC-O,1,3,
PHYS 231,,95,A+,,,BSC-O,2,3,
PHYS 111,,81,A-,,,BSC-O,1,3,
PHYS 331,,,,,1,BSC-O,3,3,
PHIL 331,,96,A+,,,BSC-O,4,3,
DATA 311,,81,A-,,,BSC-O,3,3,
STAT 230,,88,A,,,BSC-O,2,3,
COSC 111,,83,A-,,,BSC-O,1,3,
COSC 211,,90,A+,,,BSC-O,2,3,
COSC 310,,84,A-,,,BSC-O,3,3,
PHYS 301,,83,A-,,,BSC-O,3,3,
PHYS 225,,90,A+,,,BSC-O,2,3,
PHYS 200,,89,A,,,BSC-O,2,3,
