Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,,,,1,BSC-O,1,3,
CHEM 111,,65,C+,,,BSC-O,1,3,
STAT 406,,,,,1,BSC-O,4,3,
STAT 303,,65,C+,,,BSC-O,3,3,
MATH 319,,72,B,,,BSC-O,3,3,
COSC 304,,71,B-,,,BSC-O,3,3,
COSC 121,,68,B-,,,BSC-O,1,3,
COSC 221,,72,B,,,BSC-O,2,3,
PHYS 418,,72,B,,,BSC-O,4,3,
COSC 344,,64,C+,,,BSC-O,3,3,
MATH 100,,60,C,,,BSC-O,1,3,
MATH 101,,67,C+,,,BSC-O,1,3,
PHYS 215,,63,C,,,BSC-O,2,3,
MATH 200,,72,B,,,BSC-O,2,3,
PHYS 216,,69,B-,,,BSC-O,2,3,
PHYS 112,,65,C+,,,BSC-O,1,3,
PHYS 231,,63,C,,,BSC-O,2,3,
PHYS 111,,63,C,,,BSC-O,1,3,
PHYS 232,,59,C-,,,BSC-O,2,3,
PHYS 331,,63,C,,,BSC-O,3,3,
CHEM 123,,68,B-,,,BSC-O,1,3,
CHEM 121,,62,C,,,BSC-O,1,3,
MATH 327,,61,C,,,BSC-O,3,3,
MATH 307,,68,B-,,,BSC-O,3,3,
COSC 111,,59,C-,,,BSC-O,1,3,
MATH 215,,66,C+,,,BSC-O,2,3,
MATH 216,,64,C+,,,BSC-O,2,3,
MATH 231,,64,C+,,,BSC-O,2,3,
MATH 232,,59,C-,,,BSC-O,2,3,
PHYS 328,,64,C+,,,BSC-O,3,3,
PHYS 402,,59,C-,,,BSC-O,4,3,
PHYS 304,,63,C,,,BSC-O,3,3,
MATH 311,,59,C-,,,BSC-O,3,3,
PHYS 301,,65,C+,,,BSC-O,3,3,
PHYS 401,,64,C+,,,BSC-O,4,3,
CHEM 113,,72,B,,,BSC-O,1,3,
PHYS 200,,61,C,,,BSC-O,2,3,
PHYS 121,,67,C+,,,BSC-O,1,3,
DATA 405,,,,,1,BSC-O,4,3,
PHYS 122,,71,B-,,,BSC-O,1,3,
