Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
CHEM 111,,69,B-,,,BSC-O,1,3,
STAT 303,,55,C-,,,BSC-O,3,3,
MATH 319,,64,C+,,,BSC-O,3,3,
COSC 121,,62,C,,,BSC-O,1,3,
PHYS 418,,,,,,BSC-O,4,3,
MATH 100,,64,C+,,,BSC-O,1,3,
MATH 101,,55,C-,,,BSC-O,1,3,
PHYS 215,,61,C,,,BSC-O,2,3,
MATH 200,,65,C+,,,BSC-O,2,3,
PHYS 216,,56,C-,,,BSC-O,2,3,
PHYS 112,,56,C-,,,BSC-O,1,3,
PHYS 231,,68,B-,,,BSC-O,2,3,
PHYS 111,,60,C,,,BSC-O,1,3,
PHYS 232,,65,C+,,,BSC-O,2,3,
PHYS 331,,56,C-,,,BSC-O,3,3,
CHEM 123,,68,B-,,,BSC-O,1,3,
CHEM 121,,56,C-,,,BSC-O,1,3,
MATH 327,,56,C-,,,BSC-O,3,3,
MATH 307,,54,D,,,BSC-O,3,3,
COSC 111,,57,C-,,,BSC-O,1,3,
MATH 215,,58,C-,,,BSC-O,2,3,
MATH 216,,69,B-,,,BSC-O,2,3,
MATH 231,,66,C+,,,BSC-O,2,3,
MATH 232,,65,C+,,,BSC-O,2,3,
PHYS 328,,59,C-,,,BSC-O,3,3,
PHYS 402,,,,,,BSC-O,4,3,
PHYS 304,,56,C-,,,BSC-O,3,3,
MATH 311,,68,B-,,,BSC-O,3,3,
PHYS 301,,58,C-,,,BSC-O,3,3,
PHYS 401,,,,,,BSC-O,4,3,
PHYS 324,,69,B-,,,BSC-O,3,3,
PHYS 225,,,,,1,BSC-O,2,3,
CHEM 113,,66,C+,,,BSC-O,1,3,
PHYS 200,,63,C,,,BSC-O,2,3,
PHYS 121,,60,C,,,BSC-O,1,3,
PHYS 122,,61,C,,,BSC-O,1,3,
