Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,72,B,,,BSC-O,1,3,
CHEM 111,,82,A-,,,BSC-O,1,3,
STAT 230,,,,,,BSC-O,2,3,
CHEM 123,,75,B,,,BSC-O,1,3,
CHEM 121,,80,A-,,,BSC-O,1,3,
COSC 111,,71,B-,,,BSC-O,1,3,
COSC 122,,,,,1,BSC-O,1,3,
MATH 100,,76,B+,,,BSC-O,1,3,
MATH 221,,,,,,BSC-O,2,3,
MATH 101,,79,B+,,,BSC-O,1,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 112,,75,B,,,BSC-O,1,3,
CHEM 113,,79,B+,,,BSC-O,1,3,
PHYS 121,,75,B,,,BSC-O,1,3,
PHYS 111,,82,A-,,,BSC-O,1,3,
PHYS 122,,78,B+,,,BSC-O,1,3,
