Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
COSC 305,,90,A+,,,BSC-O,3,3,
COSC 449,,,,,,BSC-O,4,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,86,A,,,BSC-O,3,3,
COSC 121,,93,A+,,,BSC-O,1,3,
COSC 341,,82,A-,,,BSC-O,3,3,
COSC 221,,86,A,,,BSC-O,2,3,
COSC 320,,84,A-,,,BSC-O,3,3,
COSC 122,,,,,1,BSC-O,1,3,
COSC 123,,95,A+,,,BSC-O,1,3,
COSC 222,,92,A+,,,BSC-O,2,3,
MATH 100,,83,A-,,,BSC-O,1,3,
MATH 221,,89,A,,,BSC-O,2,3,
MATH 101,,82,A-,,,BSC-O,1,3,
PHYS 112,,97,A+,,,BSC-O,1,3,
PHYS 231,,89,A,,,BSC-O,2,3,
PHYS 111,,94,A+,,,BSC-O,1,3,
PHIL 331,,,,,,BSC-O,4,3,
DATA 311,,90,A+,,,BSC-O,3,3,
STAT 230,,92,A+,,,BSC-O,2,3,
COSC 111,,97,A+,,,BSC-O,1,3,
COSC 211,,87,A,,,BSC-O,2,3,
COSC 310,,87,A,,,BSC-O,3,3,
PHYS 301,,93,A+,,,BSC-O,3,3,
PHYS 200,,95,A+,,,BSC-O,2,3,
