Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,59,C-,,,BSC-O,1,3,
CHEM 111,,68,B-,,,BSC-O,1,3,
STAT 230,,,,,,BSC-O,2,3,
CHEM 123,,72,B,,,BSC-O,1,3,
CHEM 121,,58,C-,,,BSC-O,1,3,
COSC 111,,60,C,,,BSC-O,1,3,
COSC 122,,,,,1,BSC-O,1,3,
MATH 100,,65,C+,,,BSC-O,1,3,
MATH 221,,,,,,BSC-O,2,3,
MATH 101,,67,C+,,,BSC-O,1,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 112,,70,B-,,,BSC-O,1,3,
CHEM 113,,60,C,,,BSC-O,1,3,
PHYS 121,,69,B-,,,BSC-O,1,3,
PHYS 111,,58,C-,,,BSC-O,1,3,
PHYS 122,,66,C+,,,BSC-O,1,3,
