Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 124,,,,,1,BSC-O,1,3,
DATA 101,,86,A,,,BSC-O,1,3,
CHEM 111,,91,A+,,,BSC-O,1,3,
STAT 230,,,,,,BSC-O,2,3,
CHEM 123,,90,A+,,,BSC-O,1,3,
CHEM 121,,85,A,,,BSC-O,1,3,
COSC 111,,83,A-,,,BSC-O,1,3,
MATH 100,,84,A-,,,BSC-O,1,3,
MATH 221,,,,,,BSC-O,2,3,
MATH 101,,85,A,,,BSC-O,1,3,
MATH 200,,,,,,BSC-O,2,3,
PHYS 112,,77,B+,,,BSC-O,1,3,
CHEM 113,,89,A,,,BSC-O,1,3,
PHYS 121,,91,A+,,,BSC-O,1,3,
PHYS 111,,92,A+,,,BSC-O,1,3,
PHYS 122,,77,B+,,,BSC-O,1,3,
