Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 121,,,,,1,BSC-O,1,3,
DATA 101,,100,A+,,,BSC-O,1,3,
COSC 305,,100,A+,,,BSC-O,3,3,
COSC 449,,99,A+,,,BSC-O,4,3,
STAT 406,,,,,1,BSC-O,4,3,
COSC 301,,88,A,,,BSC-O,3,3,
STAT 303,,,,,1,BSC-O,3,3,
COSC 304,,97,A+,,,BSC-O,3,3,
COSC 121,,86,A,,,BSC-O,1,3,
COSC 341,,100,A+,,,BSC-O,3,3,
COSC 221,,90,A+,,,BSC-O,2,3,
COSC 320,,89,A,,,BSC-O,3,3,
COSC 122,,98,A+,,,BSC-O,1,3,
COSC 123,,91,A+,,,BSC-O,1,3,
COSC 222,,86,A,,,BSC-O,2,3,
COSC 344,,,,,1,BSC-O,3,3,
MATH 100,,96,A+,,,BSC-O,1,3,
MATH 221,,100,A+,,,BSC-O,2,3,
MATH 101,,100,A+,,,BSC-O,1,3,
PHYS 112,,89,A,,,BSC-O,1,3,
PHYS 231,,86,A,,,BSC-O,2,3,
PHYS 111,,95,A+,,,BSC-O,1,3,
PHIL 331,,87,A,,,BSC-O,4,3,
DATA 311,,89,A,,,BSC-O,3,3,
STAT 230,,96,A+,,,BSC-O,2,3,
COSC 111,,99,A+,,,BSC-O,1,3,
COSC 211,,95,A+,,,BSC-O,2,3,
COSC 310,,90,A+,,,BSC-O,3,3,
PHYS 304,,98,A+,,,BSC-O,3,3,
PHYS 301,,93,A+,,,BSC-O,3,3,
PHYS 225,,97,A+,,,BSC-O,2,3,
PHYS 200,,97,A+,,,BSC-O,2,3,
