Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,69,B-,,,BSC-O,1,3,
STAT 230,,69,B-,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,71,B-,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,65,C+,,,BSC-O,1,3,
COSC 221,,71,B-,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 122,,69,B-,,,BSC-O,1,3,
COSC 123,,70,B-,,,BSC-O,1,3,
COSC 211,,73,B,,,BSC-O,2,3,
COSC 222,,76,B+,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,64,C+,,,BSC-O,1,3,
MATH 221,,75,B,,,BSC-O,2,3,
MATH 101,,66,C+,,,BSC-O,1,3,
PHYS 225,,78,B+,,,BSC-O,2,3,
PHYS 112,,69,B-,,,BSC-O,1,3,
PHYS 200,,70,B-,,,BSC-O,2,3,
PHYS 231,,71,B-,,,BSC-O,2,3,
PHYS 111,,73,B,,,BSC-O,1,3,
