Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,88,A,,,BSC-O,3,3,
DATA 421,,87,A,,,BSC-O,4,3,
DATA 101,,81,A-,,,BSC-O,1,3,
CHEM 111,,83,A-,,,BSC-O,1,3,
COSC 407,,,,,1,BSC-O,4,3,
COSC 301,,,,,1,BSC-O,3,3,
STAT 303,,88,A,,,BSC-O,3,3,
COSC 303,,90,A+,,,BSC-O,3,3,
COSC 304,,85,A,,,BSC-O,3,3,
MATH 303,,85,A,,,BSC-O,3,3,
MATH 100,,90,A+,,,BSC-O,1,3,
MATH 221,,78,B+,,,BSC-O,2,3,
MATH 101,,80,A-,,,BSC-O,1,3,
MATH 200,,76,B+,,,BSC-O,2,3,
PHYS 112,,81,A-,,,BSC-O,1,3,
PHYS 231,,,,,1,BSC-O,2,3,
PHYS 111,,79,B+,,,BSC-O,1,3,
DATA 315,,86,A,,,BSC-O,3,3,
DATA 311,,81,A-,,,BSC-O,3,3,
DATA 410,,89,A,,,BSC-O,4,3,
STAT 230,,89,A,,,BSC-O,2,3,
CHEM 123,,86,A,,,BSC-O,1,3,
CHEM 121,,81,A-,,,BSC-O,1,3,
MATH 307,,78,B+,,,BSC-O,3,3,
COSC 111,,78,B+,,,BSC-O,1,3,
PHYS 403,,,,,1,BSC-O,4,3,
CHEM 113,,83,A-,,,BSC-O,1,3,
DATA 407,,84,A-,,,BSC-O,4,3,
PHYS 420,,91,A+,,,BSC-O,4,3,
PHYS 121,,78,B+,,,BSC-O,1,3,
DATA 405,,82,A-,,,BSC-O,4,3,
PHYS 122,,81,A-,,,BSC-O,1,3,
