Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 301,,66,C+,,,BSC-O,3,3,
COSC 305,,79,B+,,,BSC-O,3,3,
STAT 303,,70,B-,,,BSC-O,3,3,
COSC 304,,68,B-,,,BSC-O,3,3,
COSC 121,,69,B-,,,BSC-O,1,3,
COSC 221,,78,B+,,,BSC-O,2,3,
COSC 222,,73,B,,,BSC-O,2,3,
COSC 344,,81,A-,,,BSC-O,3,3,
MATH 100,,70,B-,,,BSC-O,1,3,
MATH 221,,67,C+,,,BSC-O,2,3,
MATH 101,,66,C+,,,BSC-O,1,3,
MATH 200,,73,B,,,BSC-O,2,3,
PHYS 112,,72,B,,,BSC-O,1,3,
PHYS 231,,,,,1,BSC-O,2,3,
PHYS 111,,71,B-,,,BSC-O,1,3,
PHYS 331,,,,,1,BSC-O,3,3,
DATA 311,,68,B-,,,BSC-O,3,3,
PHIL 331,,72,B,,,BSC-O,3,3,
STAT 230,,71,B-,,,BSC-O,2,3,
COSC 111,,75,B,,,BSC-O,1,3,
COSC 310,,78,B+,,,BSC-O,3,3,
PHYS 304,,,,,1,BSC-O,3,3,
PHYS 301,,,,,1,BSC-O,3,3,
PHYS 121,,74,B,,,BSC-O,1,3,
PHYS 122,,77,B+,,,BSC-O,1,3,
