Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
STAT 230,,88,A,,,BSC-O,2,3,
COSC 304,,,,,,BSC-O,3,3,
COSC 121,,87,A,,,BSC-O,1,3,
COSC 341,,,,,,BSC-O,3,3,
COSC 111,,85,A,,,BSC-O,1,3,
COSC 221,,80,A-,,,BSC-O,2,3,
COSC 320,,,,,,BSC-O,3,3,
COSC 123,,79,B+,,,BSC-O,1,3,
COSC 211,,91,A+,,,BSC-O,2,3,
COSC 222,,90,A+,,,BSC-O,2,3,
COSC 310,,,,,,BSC-O,3,3,
MATH 100,,89,A,,,BSC-O,1,3,
MATH 221,,89,A,,,BSC-O,2,3,
MATH 101,,87,A,,,BSC-O,1,3,
PHYS 225,,92,A+,,,BSC-O,2,3,
PHYS 112,,81,A-,,,BSC-O,1,3,
PHYS 231,,83,A-,,,BSC-O,2,3,
PHYS 111,,79,B+,,,BSC-O,1,3,
