Course,Section,Grade,Letter,Session,Term,Program,Year,Credits Earned,Standing
DATA 101,,,,,1,BSC-O,1,3,
CHEM 111,,88,A,,,BSC-O,1,3,
COSC 305,,98,A+,,,BSC-O,3,3,
STAT 403,,,,,1,BSC-O,4,3,
STAT 303,,87,A,,,BSC-O,3,3,
MATH 319,,90,A+,,,BSC-O,3,3,
COSC 121,,100,A+,,,BSC-O,1,3,
COSC 122,,,,,1,BSC-O,1,3,
PHYS 418,,98,A+,,,BSC-O,4,3,
MATH 100,,93,A+,,,BSC-O,1,3,
MATH 101,,93,A+,,,BSC-O,1,3,
PHYS 215,,94,A+,,,BSC-O,2,3,
MATH 200,,91,A+,,,BSC-O,2,3,
PHYS 216,,87,A,,,BSC-O,2,3,
PHYS 112,,99,A+,,,BSC-O,1,3,
PHYS 231,,100,A+,,,BSC-O,2,3,
PHYS 111,,99,A+,,,BSC-O,1,3,
PHYS 232,,94,A+,,,BSC-O,2,3,
CHEM 123,,87,A,,,BSC-O,1,3,
CHEM 121,,88,A,,,BSC-O,1,3,
MATH 327,,90,A+,,,BSC-O,3,3,
MATH 307,,100,A+,,,BSC-O,3,3,
COSC 111,,94,A+,,,BSC-O,1,3,
MATH 215,,91,A+,,,BSC-O,2,3,
COSC 310,,,,,1,BSC-O,3,3,
MATH 216,,86,A,,,BSC-O,2,3,
MATH 231,,98,A+,,,BSC-O,2,3,
MATH 232,,91,A+,,,BSC-O,2,3,
PHYS 328,,94,A+,,,BSC-O,3,3,
PHYS 402,,90,A+,,,BSC-O,4,3,
PHYS 304,,88,A,,,BSC-O,3,3,
MATH 311,,100,A+,,,BSC-O,3,3,
PHYS 301,,96,A+,,,BSC-O,3,3,
PHYS 401,,100,A+,,,BSC-O,4,3,
PHYS 324,,100,A+,,,BSC-O,3,3,
CHEM 113,,95,A+,,,BSC-O,1,3,
PHYS 200,,92,A+,,,BSC-O,2,3,
PHYS 121,,85,A,,,BSC-O,1,3,
PHYS 122,,91,A+,,,BSC-O,1,3,
